yy,flag_id,lat_short,lon_short,cwp_grid,days,sets_una,sets_log,sets_dfad,sets_afad,sets_oth,skj_c_una,yft_c_una,bet_c_una,oth_c_una,skj_c_log,yft_c_log,bet_c_log,oth_c_log,skj_c_dfad,yft_c_dfad,bet_c_dfad,oth_c_dfad,skj_c_afad,yft_c_afad,bet_c_afad,oth_c_afad,skj_c_oth,yft_c_oth,bet_c_oth,oth_c_oth
2006,"TW","05S","175W","63000017000",28.72,1.060,6,16,0,0.00,20.982,0.252,0.052,0.000,265.769,44.114,14.731,0.069,810.153,127.919,73.013,2.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"TW","05S","180W","63000017500",59.49,2.120,23,4,0,0.00,167.475,2.215,0.598,0.000,936.098,171.340,57.975,0.161,39.352,9.138,4.727,0.426,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"TW","10S","150E","62050015000",164.95,67.010,79,0,0,0.00,1431.753,903.672,87.989,0.000,3152.294,990.528,226.136,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"TW","10S","155E","62050015500",151.08,57.450,44,8,0,0.00,1406.236,626.445,39.514,0.000,1401.769,473.325,104.510,0.000,293.404,94.352,30.516,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"TW","10S","160E","62050016000",114.28,28.690,26,5,0,0.00,324.986,314.627,9.614,0.000,616.252,138.162,35.296,4.257,204.070,83.143,32.079,0.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"TW","10S","165E","62050016500",61.63,16.080,9,25,0,0.00,650.360,209.656,9.060,0.000,297.481,94.485,26.880,0.074,972.685,203.973,94.305,0.000,0.611,0.118,0.035,0.000,0.000,0.000,0.000,0.000
2006,"TW","10S","170E","62050017000",32.93,2.120,5,13,0,0.00,0.000,0.000,0.000,0.000,296.930,25.828,1.856,0.053,852.525,62.907,12.640,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"US","00N","165E","61000016500",36.66,34.580,1,9,0,0.00,260.731,312.076,7.969,0.000,58.260,11.313,3.783,0.000,133.400,23.479,10.794,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"US","00N","170E","61000017000",38.78,28.300,1,9,0,0.00,439.035,101.558,6.016,0.000,8.059,3.291,1.226,0.000,91.652,15.671,7.427,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"US","00N","175E","61000017500",15.74,0.000,0,12,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,345.042,53.810,26.614,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"US","00N","175W","64000017000",16.60,10.490,1,1,0,0.00,263.012,2.700,0.466,0.000,0.000,0.000,0.000,0.000,163.343,20.341,10.711,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"US","00N","180W","64000017500",43.50,20.970,7,19,0,0.00,300.340,35.634,1.152,0.000,233.928,36.181,12.105,0.000,261.004,56.477,29.814,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"US","05S","150E","62000015000",51.46,8.390,12,22,0,0.00,30.614,0.717,0.109,0.000,362.032,151.158,27.764,0.000,502.213,133.606,42.204,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"US","05S","155E","62000015500",121.21,22.040,8,67,0,0.00,82.684,0.000,0.000,0.000,270.841,103.555,27.389,0.000,1936.704,525.821,184.498,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"US","05S","160E","62000016000",168.77,44.050,7,79,0,0.00,769.061,252.969,5.694,0.000,218.598,48.922,13.017,0.000,2060.269,568.094,260.517,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"US","05S","165E","62000016500",114.31,26.200,8,51,0,0.00,573.589,43.302,2.236,0.000,89.936,25.906,8.445,0.000,1193.357,246.818,197.563,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"US","05S","170E","62000017000",147.82,18.050,13,92,0,0.00,144.723,1.880,0.424,0.000,271.887,85.295,27.838,0.000,2566.175,870.237,412.918,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"US","05S","170W","63000016500",17.86,6.290,0,5,0,0.00,174.160,1.708,0.293,0.000,0.000,0.000,0.000,0.000,173.327,87.325,56.772,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"US","05S","175E","62000017500",229.72,7.580,13,138,0,0.00,0.000,0.000,0.000,0.000,648.161,198.814,64.323,0.000,3669.299,1054.110,505.869,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"US","05S","175W","63000017000",91.59,19.920,5,55,0,0.00,901.082,8.529,1.686,0.000,263.193,73.402,27.358,0.000,1865.908,478.120,255.723,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"US","05S","180W","63000017500",358.01,33.890,17,242,1,0.00,271.479,471.253,8.580,0.000,501.528,176.532,64.098,0.000,8316.158,2402.186,1210.211,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"US","10S","150E","62050015000",55.53,5.250,18,21,0,0.00,0.000,0.000,0.000,0.000,638.381,199.961,33.762,0.000,482.333,119.399,28.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"US","10S","155E","62050015500",46.13,13.640,7,22,0,0.00,80.170,296.111,8.945,0.000,74.653,24.028,4.855,0.000,1337.545,330.527,92.274,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"US","10S","160E","62050016000",173.52,12.690,25,82,0,0.00,120.518,29.272,1.050,0.000,384.412,151.130,42.716,0.059,1588.154,435.793,164.245,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"US","10S","165E","62050016500",204.03,30.420,8,102,0,0.00,80.299,113.636,2.452,0.000,334.282,144.155,42.918,0.073,3437.380,838.306,351.117,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"US","10S","170E","62050017000",148.94,17.990,1,86,0,0.00,218.931,10.798,0.836,0.000,6.625,6.161,1.856,0.000,2404.822,558.375,226.252,0.107,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"US","10S","175E","62050017500",163.10,14.680,2,107,0,0.00,121.069,1.186,0.251,0.000,34.949,8.310,2.328,0.000,2732.381,721.785,301.058,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"US","10S","175W","63050017000",48.28,0.000,1,33,0,0.00,0.000,0.000,0.000,0.000,17.930,11.833,3.457,0.000,965.041,284.887,127.286,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"US","10S","180W","63050017500",151.56,4.200,0,99,0,0.00,89.175,1.078,0.186,0.000,0.000,0.000,0.000,0.000,2723.752,745.416,324.306,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"US","15S","170E","62100017000",6.31,0.000,1,3,0,0.00,0.000,0.000,0.000,0.000,20.427,6.703,1.374,0.000,44.760,14.688,3.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"US","15S","180W","63100017500",8.40,0.000,0,6,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,124.098,33.245,13.785,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"VU","00N","145E","61000014500",49.30,11.300,2,3,0,0.00,599.028,415.853,1.433,0.000,13.849,4.743,1.940,0.002,235.127,89.683,39.627,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"VU","00N","150E","61000015000",22.59,10.270,1,1,0,0.00,697.741,61.928,0.000,0.000,23.240,2.425,0.000,0.010,167.321,17.463,0.000,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"VU","00N","155E","61000015500",25.73,10.280,3,0,1,0.00,325.914,194.032,8.743,0.000,255.320,79.109,14.609,0.008,0.000,0.000,0.000,0.000,90.113,27.921,5.156,0.010,0.000,0.000,0.000,0.000
2006,"VU","00N","160E","61000016000",23.64,3.090,5,2,0,0.00,152.376,6.337,0.408,0.000,311.183,69.590,24.727,0.010,147.785,23.999,13.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"VU","00N","165E","61000016500",124.34,58.350,5,4,6,0.00,1935.699,1013.279,38.371,0.000,144.546,25.669,9.438,0.005,129.453,18.239,11.427,0.046,200.040,36.059,15.411,0.035,0.000,0.000,0.000,0.000
2006,"VU","00N","170E","61000017000",75.98,31.860,3,4,2,0.00,679.871,996.339,7.379,0.000,234.773,37.014,15.655,0.005,316.157,44.489,24.320,0.000,82.282,14.710,5.667,0.021,0.000,0.000,0.000,0.000
2006,"VU","00N","170W","64000016500",23.63,10.280,4,1,1,0.00,556.297,7.071,1.252,0.000,374.661,48.559,23.344,0.002,17.259,1.813,1.460,0.000,16.901,2.383,1.248,0.005,0.000,0.000,0.000,0.000
2006,"VU","00N","175E","61000017500",85.30,19.520,8,10,6,0.00,2104.547,67.892,9.044,0.005,382.008,58.214,21.740,0.027,788.248,125.377,66.762,0.105,320.295,57.251,22.821,0.057,0.000,0.000,0.000,0.000
2006,"VU","00N","175W","64000017000",103.74,49.320,3,6,6,0.00,3120.498,58.327,8.708,0.329,378.871,49.939,22.885,0.185,639.620,73.783,46.266,0.000,564.386,82.194,46.361,0.066,0.000,0.000,0.000,0.000
2006,"VU","00N","180W","64000017500",22.61,4.110,1,2,5,0.00,161.515,2.297,0.441,0.000,4.327,0.585,0.221,0.000,129.308,14.838,9.840,0.000,381.071,63.700,27.457,0.031,0.000,0.000,0.000,0.000
2006,"VU","05N","170W","64050016500",18.48,9.250,1,2,1,0.00,788.732,10.172,1.830,0.051,109.186,13.466,5.672,0.000,182.633,19.897,13.052,0.000,169.583,23.283,12.450,0.010,0.000,0.000,0.000,0.000
2006,"VU","05S","145E","62000014500",44.17,10.270,7,1,1,0.00,212.756,110.617,0.000,0.000,297.388,85.525,22.587,0.006,45.811,12.138,3.645,0.010,10.986,3.659,0.755,0.103,0.000,0.000,0.000,0.000
2006,"VU","05S","150E","62000015000",179.69,37.370,48,18,0,0.00,1984.666,325.605,42.295,0.000,2787.663,694.772,98.226,0.353,1163.560,302.542,48.918,0.378,0.491,0.114,0.012,0.000,0.000,0.000,0.000,0.000
2006,"VU","05S","155E","62000015500",195.06,44.180,34,22,12,1.03,2117.791,152.817,3.270,0.169,2108.785,482.429,124.087,0.399,1540.322,222.802,94.983,0.636,538.664,146.456,59.155,1.705,15.930,3.694,0.907,0.000
2006,"VU","05S","160E","62000016000",79.60,25.690,9,4,11,0.00,801.007,369.172,5.255,0.010,418.304,117.184,23.998,0.072,167.977,45.322,17.680,0.051,632.759,139.279,49.225,0.206,0.000,0.000,0.000,0.000
2006,"VU","05S","165E","62000016500",49.30,5.140,12,4,1,0.00,394.639,136.701,2.482,0.000,392.246,46.060,8.256,0.000,444.356,39.749,18.918,0.103,9.443,0.503,0.320,0.010,0.000,0.000,0.000,0.000
2006,"VU","05S","170E","62000017000",39.06,9.260,3,4,2,0.00,362.919,1.260,0.259,0.000,168.104,44.830,2.648,0.000,407.315,79.366,26.609,0.139,60.626,12.869,3.499,0.010,0.000,0.000,0.000,0.000
2006,"VU","05S","175E","62000017500",43.16,5.140,7,11,0,0.00,475.369,34.765,3.156,0.000,148.458,27.365,8.960,0.021,485.246,98.876,52.360,0.216,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"VU","05S","175W","63000017000",18.48,6.170,2,3,0,0.00,492.044,14.962,1.151,0.000,217.146,36.281,13.483,0.000,237.249,50.696,30.295,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2006,"VU","05S","180W","63000017500",25.69,1.030,8,1,2,0.00,202.068,2.828,0.419,0.000,387.165,66.613,18.447,0.000,84.110,12.227,6.321,0.000,58.763,9.489,3.609,0.010,0.000,0.000,0.000,0.000
2006,"VU","10S","150E","62050015000",39.02,11.780,20,3,3,0.00,464.806,0.000,0.000,0.038,1520.930,485.616,81.175,0.695,291.996,69.400,15.305,0.055,118.605,42.216,10.223,0.032,0.000,0.000,0.000,0.000
2006,"VU","10S","155E","62050015500",87.34,32.870,9,1,8,0.00,332.239,227.333,7.103,0.000,352.457,91.494,18.010,0.164,12.496,2.229,0.675,0.062,743.928,169.469,41.325,0.106,0.000,0.000,0.000,0.000
2006,"VU","10S","160E","62050016000",73.45,26.390,13,3,6,0.00,755.289,527.028,6.041,0.000,471.027,184.890,80.143,0.031,193.828,26.437,15.847,0.153,382.250,75.290,30.086,0.082,0.000,0.000,0.000,0.000
2006,"VU","10S","165E","62050016500",84.20,24.660,12,8,10,0.00,1309.827,431.770,24.122,0.000,457.545,128.999,39.674,0.021,420.752,54.788,37.750,0.359,508.961,137.690,51.426,0.175,0.000,0.000,0.000,0.000
2006,"VU","10S","170E","62050017000",65.71,11.300,27,7,3,0.00,275.216,5.776,1.318,0.000,1406.489,377.212,120.606,0.858,108.359,23.916,11.447,0.077,32.759,6.289,2.014,0.025,0.000,0.000,0.000,0.000
2007,"","00N","135E","61000013500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","00N","140E","61000014000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.021,0.022,0.004,0.000
2007,"","00N","145E","61000014500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.027,0.011,0.000,0.000,0.000,0.000,0.000
2007,"","00N","150E","61000015000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.026,0.007,0.000
2007,"","00N","155E","61000015500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.643,0.413,0.143,0.000,0.000,0.000,0.000,0.000
2007,"","00N","155W","64000015000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","00N","160E","61000016000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","00N","160W","64000015500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","00N","165E","61000016500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","00N","165W","64000016000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","00N","170E","61000017000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","00N","170W","64000016500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","00N","175E","61000017500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","00N","175W","64000017000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","00N","180W","64000017500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","05N","130E","61050013000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","05N","140E","61050014000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","05N","150E","61050015000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","05N","155E","61050015500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","05N","155W","64050015000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","05N","160E","61050016000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","05N","160W","64050015500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","05N","165E","61050016500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","05N","165W","64050016000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","05N","170E","61050017000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","05N","170W","64050016500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","05N","175E","61050017500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","05N","175W","64050017000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","05N","180W","64050017500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","05S","140E","62000014000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","05S","145E","62000014500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","05S","150E","62000015000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.058,0.099,0.003,0.000
2007,"","05S","155E","62000015500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.079,0.026,0.002,0.000
2007,"","05S","155W","63000015000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","05S","160E","62000016000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.089,0.027,0.001,0.000
2007,"","05S","160W","63000015500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","05S","165E","62000016500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","05S","165W","63000016000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","05S","170E","62000017000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","05S","170W","63000016500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","05S","175E","62000017500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","05S","175W","63000017000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","05S","180W","63000017500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","10N","135E","61100013500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","10N","145E","61100014500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","10N","150E","61100015000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","10N","155E","61100015500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","10S","140W","63050013500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","10S","145E","62050014500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","10S","145W","63050014000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","10S","150E","62050015000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","10S","150W","63050014500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","10S","155E","62050015500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","10S","155W","63050015000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","10S","160E","62050016000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","10S","160W","63050015500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","10S","165E","62050016500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","10S","165W","63050016000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","10S","170E","62050017000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","10S","170W","63050016500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","10S","175E","62050017500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","10S","175W","63050017000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2007,"","10S","180W","63050017500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
