yy,flag_id,lat_short,lon_short,cwp_grid,days,sets_una,sets_log,sets_dfad,sets_afad,sets_oth,skj_c_una,yft_c_una,bet_c_una,oth_c_una,skj_c_log,yft_c_log,bet_c_log,oth_c_log,skj_c_dfad,yft_c_dfad,bet_c_dfad,oth_c_dfad,skj_c_afad,yft_c_afad,bet_c_afad,oth_c_afad,skj_c_oth,yft_c_oth,bet_c_oth,oth_c_oth
2000,"TW","10S","155E","62050015500",11.45,4.360,0,5,0,0.00,123.525,50.662,2.166,0.109,0.000,0.000,0.000,0.000,287.839,84.083,19.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"TW","10S","165E","62050016500",26.69,2.180,4,16,0,0.00,3.426,23.378,0.412,0.000,178.895,62.301,20.066,0.000,244.969,173.332,13.870,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","00N","135E","61000013500",20.88,25.460,3,0,0,0.00,1111.799,16.645,3.439,0.000,195.052,71.724,6.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","00N","140E","61000014000",40.21,39.710,10,1,0,0.00,459.836,8.186,1.832,0.000,518.353,198.933,33.602,0.000,3.537,0.841,0.203,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","00N","145E","61000014500",28.51,6.110,2,4,0,0.00,162.288,14.647,0.991,0.000,30.871,7.230,1.698,0.000,106.301,20.523,7.129,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","00N","160E","61000016000",15.26,17.310,0,4,0,0.00,243.611,4.894,0.877,0.000,0.000,0.000,0.000,0.000,98.911,41.037,23.625,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","00N","170E","61000017000",21.40,1.020,0,10,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,281.850,130.439,71.304,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","00N","175E","61000017500",16.32,0.000,0,6,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,63.468,33.913,19.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","00N","175W","64000017000",11.21,0.000,0,7,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,98.283,198.438,241.433,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","00N","180W","64000017500",26.52,1.020,0,10,0,0.00,7.165,1.958,0.138,0.000,0.000,0.000,0.000,0.000,11.579,150.809,35.795,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","05S","140E","62000014000",200.64,132.730,51,22,1,0.00,1560.151,856.590,24.425,0.000,1089.933,638.729,58.123,0.000,476.045,173.474,29.829,0.000,16.973,6.002,1.051,0.000,0.000,0.000,0.000,0.000
2000,"US","05S","145E","62000014500",100.33,28.540,11,30,0,0.00,221.024,110.061,3.287,0.000,140.644,69.837,6.329,0.000,554.528,372.878,121.724,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","05S","150E","62000015000",52.98,5.100,1,26,0,0.00,53.486,1.832,0.156,0.000,0.000,0.000,0.000,0.000,503.532,341.247,112.640,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","05S","155E","62000015500",59.12,4.080,0,29,0,0.00,15.675,0.000,0.000,0.000,0.000,0.000,0.000,0.000,721.084,315.271,152.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","05S","160E","62000016000",89.11,12.240,0,52,0,0.00,134.808,5.627,0.439,0.000,0.000,0.000,0.000,0.000,1683.221,791.544,357.790,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","05S","160W","63000015500",62.13,2.040,2,39,0,0.00,102.120,26.235,1.221,0.000,18.756,11.362,7.035,0.000,676.547,313.280,307.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","05S","165E","62000016500",137.04,22.420,2,64,0,0.00,402.564,24.975,2.003,0.000,43.926,19.114,6.176,0.000,1376.702,708.666,302.881,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","05S","165W","63000016000",105.92,1.020,5,68,0,0.00,0.000,0.000,0.000,0.000,127.125,109.651,64.618,0.000,1414.379,674.291,577.664,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","05S","170E","62000017000",254.61,46.510,7,142,0,0.00,1096.301,178.704,10.222,0.000,293.413,144.138,46.249,0.000,3476.210,1504.174,662.283,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","05S","170W","63000016500",172.15,1.020,3,91,0,0.00,0.000,0.000,0.000,0.000,19.586,18.501,9.858,0.000,1542.237,841.727,653.183,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","05S","175E","62000017500",392.47,116.410,10,187,0,1.02,3612.841,441.756,30.633,0.000,246.598,153.707,55.810,0.000,3517.208,1573.702,800.795,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","05S","175W","63000017000",233.66,5.180,0,132,0,0.00,88.500,161.578,2.057,0.000,9.756,2.599,1.194,0.000,2017.107,1272.728,770.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","05S","180W","63000017500",434.21,110.220,4,212,0,0.00,2873.442,606.370,26.261,0.000,28.235,20.594,8.070,0.000,4443.104,2580.855,1111.958,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","10S","150E","62050015000",9.18,2.040,3,0,0,0.00,0.000,0.000,0.000,0.000,11.809,14.593,3.321,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","10S","160E","62050016000",5.10,0.000,0,4,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.459,25.281,10.153,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","10S","160W","63050015500",17.32,0.000,0,11,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,65.983,41.354,35.774,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","10S","165E","62050016500",31.57,6.120,7,15,0,0.00,203.893,16.667,0.726,0.000,162.150,78.690,22.792,0.000,239.224,86.793,37.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","10S","165W","63050016000",67.25,1.020,0,45,0,0.00,17.551,9.913,0.222,0.000,0.000,0.000,0.000,0.000,980.369,362.303,303.952,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","10S","170E","62050017000",272.89,93.710,6,141,0,0.00,2096.363,686.342,23.187,0.000,113.479,67.347,19.086,0.000,3260.274,1404.121,573.406,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","10S","170W","63050016500",196.58,2.040,0,135,0,0.00,17.866,5.012,0.125,0.000,0.000,0.000,0.000,0.000,2785.618,1150.939,834.234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","10S","175E","62050017500",491.21,202.660,24,188,0,0.00,4133.585,933.558,30.064,0.000,701.171,325.591,91.687,0.000,4703.739,1971.431,766.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","10S","175W","63050017000",357.97,9.370,11,221,0,0.00,207.193,70.801,1.802,0.000,221.547,90.988,39.040,0.000,4543.617,1858.596,1151.695,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","10S","180W","63050017500",779.76,285.340,18,354,0,0.00,6898.802,621.914,28.773,0.000,467.690,229.292,82.408,0.000,7959.093,3178.973,1540.684,76.341,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","15S","175E","62100017500",18.35,7.130,0,5,0,0.00,50.008,9.900,0.348,0.000,0.000,0.000,0.000,0.000,132.947,141.726,53.901,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","15S","175W","63100017000",23.45,1.020,2,14,0,0.00,0.000,0.000,0.000,0.000,84.011,30.031,10.546,0.000,306.291,98.705,50.506,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","15S","180W","63100017500",10.18,0.000,0,9,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120.815,137.796,18.455,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","20S","170E","62150017000",9.18,8.140,0,0,0,0.00,56.384,392.603,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"US","35S","170E","62300017000",53.46,44.100,0,1,0,0.00,1820.579,101.279,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"VU","00N","135E","61000013500",9.01,4.860,7,0,0,0.01,466.165,7.580,1.481,0.000,170.685,58.857,4.757,0.000,0.297,0.095,0.011,0.000,0.000,0.000,0.000,0.000,0.049,0.022,0.001,0.000
2000,"VU","00N","140E","61000014000",17.99,2.760,8,0,0,0.00,41.786,0.922,0.136,0.000,93.680,26.994,3.256,0.000,2.177,0.545,0.107,0.000,0.303,0.080,0.013,0.000,0.000,0.000,0.000,0.000
2000,"VU","00N","145E","61000014500",24.00,7.420,10,1,0,0.00,511.334,223.454,11.300,0.000,257.369,65.896,17.915,0.000,68.133,19.460,8.673,0.000,4.994,1.113,0.361,0.000,0.000,0.000,0.000,0.000
2000,"VU","00N","150E","61000015000",21.99,3.220,6,0,0,0.00,190.068,7.996,0.653,0.000,58.255,24.787,7.867,0.000,35.062,7.336,2.977,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"VU","00N","155E","61000015500",84.47,20.230,13,18,0,0.00,702.141,419.986,11.891,0.000,148.922,83.015,29.053,0.000,627.378,170.015,67.596,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"VU","00N","160E","61000016000",94.03,23.720,9,12,2,0.00,400.446,106.438,3.623,0.000,231.600,65.615,23.490,0.000,433.883,91.078,45.270,0.000,90.213,29.853,13.486,0.000,0.000,0.000,0.000,0.000
2000,"VU","00N","165E","61000016500",39.08,4.190,4,35,0,0.00,221.380,8.506,1.182,0.000,144.393,38.178,16.024,0.000,1507.204,318.547,192.071,0.000,1.660,0.560,0.296,0.000,0.000,0.000,0.000,0.000
2000,"VU","00N","170E","61000017000",98.60,7.500,2,62,1,0.01,252.601,6.300,1.076,0.000,59.749,13.096,5.000,0.000,3596.621,678.947,392.058,0.000,22.483,4.756,2.203,0.000,0.057,0.024,0.004,0.000
2000,"VU","00N","175E","61000017500",72.96,1.700,5,50,0,0.00,81.623,1.252,0.302,0.000,215.431,44.019,17.027,0.000,2925.330,543.305,321.700,0.000,3.861,0.802,0.347,0.000,0.000,0.000,0.000,0.000
2000,"VU","05N","165E","61050016500",9.52,0.540,1,7,0,0.00,45.475,0.896,0.194,0.000,36.378,9.670,4.093,0.000,296.635,52.657,33.997,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2000,"VU","05N","170E","61050017000",16.53,0.740,0,8,0,0.00,33.329,0.571,0.152,0.000,5.592,1.074,0.400,0.000,218.717,35.068,22.361,0.000,2.151,0.403,0.183,0.000,0.000,0.000,0.000,0.000
2000,"VU","05N","175E","61050017500",13.50,0.730,0,11,0,0.00,51.900,0.847,0.225,0.000,8.775,1.584,0.632,0.000,782.398,137.348,82.034,0.000,3.373,0.595,0.289,0.000,0.000,0.000,0.000,0.000
2000,"VU","05S","155E","62000015500",46.49,34.990,9,1,0,0.00,313.854,767.352,14.465,0.000,112.625,52.152,14.359,0.000,11.039,7.730,3.362,0.000,4.282,2.718,1.060,0.000,0.000,0.000,0.000,0.000
2000,"VU","05S","160E","62000016000",80.06,26.070,12,18,6,0.06,235.378,677.932,11.535,0.000,235.976,122.570,42.640,0.000,567.283,128.373,61.875,0.000,310.046,70.892,24.700,0.000,0.300,0.442,0.064,0.000
2000,"VU","05S","165E","62000016500",92.09,6.530,4,59,1,0.06,274.934,17.907,1.469,0.000,63.741,25.128,9.378,0.000,2140.780,586.638,315.959,0.000,43.003,10.737,4.533,0.000,0.548,0.222,0.025,0.000
2000,"VU","05S","170E","62000017000",126.00,10.690,3,68,1,0.01,561.969,64.989,4.032,0.000,131.251,41.122,14.920,0.000,3367.858,778.333,414.837,0.000,51.843,16.479,7.349,0.000,0.011,0.003,0.000,0.000
2000,"VU","05S","175E","62000017500",52.03,6.270,3,28,1,0.00,505.719,10.707,1.790,0.000,93.234,23.425,8.150,0.000,1915.019,401.971,217.924,0.000,16.877,3.690,1.492,0.000,0.000,0.000,0.000,0.000
2000,"VU","10S","165E","62050016500",21.55,3.890,1,14,1,0.02,81.741,18.898,0.757,0.000,21.018,6.171,1.920,0.000,500.086,142.049,61.858,0.000,61.408,13.767,4.855,0.000,0.239,0.219,0.024,0.000
2000,"VU","10S","170E","62050017000",21.49,0.760,5,8,0,0.00,11.916,0.604,0.051,0.000,27.203,26.399,7.857,0.000,227.075,93.418,40.475,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","00N","135E","61000013500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","00N","140E","61000014000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","00N","145E","61000014500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","00N","150E","61000015000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","00N","155E","61000015500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.525,0.522,0.176,0.000
2001,"","00N","160E","61000016000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.108,0.022,0.012,0.000,0.006,0.002,0.000,0.000
2001,"","00N","165E","61000016500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","00N","170E","61000017000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.003,0.000,0.000
2001,"","00N","170W","64000016500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","00N","175E","61000017500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.029,0.007,0.000,0.000
2001,"","00N","175W","64000017000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","00N","180W","64000017500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","05N","140E","61050014000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","05N","150E","61050015000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","05N","155E","61050015500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","05N","160E","61050016000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","05N","165E","61050016500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","05N","170E","61050017000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.003,0.000,0.000
2001,"","05N","170W","64050016500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","05N","175E","61050017500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","05N","175W","64050017000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","05N","180W","64050017500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","05S","145E","62000014500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","05S","150E","62000015000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","05S","155E","62000015500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","05S","155W","63000015000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","05S","160E","62000016000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","05S","160W","63000015500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","05S","165E","62000016500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","05S","165W","63000016000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","05S","170E","62000017000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.171,0.045,0.015,0.000,0.000,0.000,0.000,0.000
2001,"","05S","175E","62000017500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.047,0.017,0.001,0.000
2001,"","05S","175W","63000017000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","05S","180W","63000017500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","10N","140E","61100014000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","10N","145E","61100014500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","10N","150E","61100015000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","10N","155E","61100015500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","10N","165E","61100016500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","10S","140E","62050014000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","10S","140W","63050013500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","10S","145E","62050014500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","10S","145W","63050014000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","10S","150E","62050015000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.123,0.204,0.029,0.000
2001,"","10S","150W","63050014500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","10S","155E","62050015500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","10S","155W","63050015000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","10S","160E","62050016000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","10S","160W","63050015500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","10S","165E","62050016500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","10S","165W","63050016000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","10S","170E","62050017000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","10S","175E","62050017500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","10S","175W","63050017000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","10S","180W","63050017500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","15S","135W","63100013000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","15S","150E","62100015000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","15S","155E","62100015500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","15S","160E","62100016000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","15S","165W","63100016000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","15S","170E","62100017000",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2001,"","15S","170W","63100016500",0.00,0.000,0,0,0,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
