"Year","Month","Flag","LatC1","LonC1","NumSets","ALB","BET","BKJ","BZX","PBF","SKJ","TUN","YFT"
1978,1,"USA",3.50,-79.50,2,0.00,0.00,0.00,0.00,0.00,6.05,0.00,4.74
1978,1,"USA",20.50,-114.50,2,0.00,0.00,0.00,0.00,0.00,3.53,0.00,2.76
1978,1,"USA",23.50,-111.50,2,0.00,0.00,0.00,0.00,0.00,20.80,0.00,4.50
1978,1,"USA",23.50,-109.50,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90
1978,1,"USA",24.50,-111.50,1,0.00,0.00,0.00,0.00,0.00,1.51,0.00,1.18
1978,1,"USA",25.50,-114.50,2,0.00,0.00,0.00,0.00,0.00,5.00,0.00,3.60
1978,1,"USA",25.50,-113.50,1,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.39
1978,1,"USA",26.50,-115.50,1,0.00,0.00,0.00,0.00,0.00,39.82,0.00,31.17
1978,1,"USA",26.50,-114.50,116,0.00,0.00,0.00,0.00,0.00,130.58,0.00,154.31
1978,1,"USA",26.50,-113.50,1,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.20
1978,1,"USA",27.50,-115.50,10,0.00,0.00,0.00,0.00,0.00,16.33,0.00,12.26
1978,1,"USA",27.50,-114.50,99,0.00,0.00,0.00,0.00,0.00,164.08,0.00,210.81
1978,1,"USA",28.50,-115.50,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.30
1978,2,"USA",10.50,-109.50,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.30
1978,2,"USA",16.50,-117.50,4,0.00,0.00,0.00,0.00,0.00,13.23,0.00,11.26
1978,2,"USA",19.50,-112.50,15,0.00,0.00,0.00,0.00,0.00,21.45,0.00,14.54
1978,2,"USA",23.50,-113.50,1,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.21
1978,2,"USA",23.50,-111.50,3,0.00,0.00,0.00,0.00,0.00,0.72,0.00,0.57
1978,2,"USA",24.50,-112.50,4,0.00,0.00,0.00,9.90,0.00,1.00,0.00,0.79
1978,2,"USA",25.50,-113.50,7,0.00,0.00,0.00,0.00,0.00,7.74,0.00,2.85
1978,2,"USA",25.50,-112.50,8,0.00,0.00,0.00,13.50,0.00,2.52,0.00,1.97
1978,2,"USA",26.50,-114.50,11,0.00,0.00,0.00,0.00,0.00,7.08,0.00,5.71
1978,2,"USA",26.50,-112.50,1,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.39
1978,2,"USA",27.50,-115.50,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.30
1978,2,"USA",27.50,-114.50,12,0.00,0.00,0.00,0.00,0.00,6.71,0.00,15.88
1978,2,"USA",28.50,-115.50,4,0.00,0.00,0.00,0.00,0.00,2.35,0.00,1.84
1978,3,"MEX",19.50,-112.50,3,0.00,0.00,0.00,0.00,0.00,3.50,0.00,5.00
1978,3,"MEX",21.50,-111.50,1,0.00,0.00,0.00,0.00,0.00,0.50,0.00,2.00
1978,3,"USA",16.50,-117.50,4,0.00,0.00,0.00,0.00,0.00,23.67,0.00,56.12
1978,3,"USA",17.50,-107.50,3,0.00,0.00,0.00,0.00,0.00,11.80,0.00,0.00
1978,3,"USA",17.50,-105.50,2,0.00,0.00,0.00,0.00,0.00,3.60,0.00,1.80
1978,3,"USA",17.50,-104.50,3,0.00,0.00,0.00,0.00,0.00,5.50,0.00,1.80
1978,3,"USA",18.50,-114.50,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20
1978,3,"USA",18.50,-106.50,4,0.00,0.00,0.00,0.00,0.00,13.74,0.00,10.75
1978,3,"USA",18.50,-105.50,4,0.00,0.00,0.00,0.00,0.00,15.04,0.00,9.35
1978,3,"USA",19.50,-112.50,37,0.00,0.00,0.00,0.00,0.00,90.89,0.00,57.40
1978,3,"USA",19.50,-107.50,4,0.00,0.00,0.00,0.00,0.00,12.92,0.00,2.37
1978,3,"USA",19.50,-106.50,7,0.00,0.00,0.00,0.00,0.00,9.26,0.00,5.13
1978,3,"USA",20.50,-107.50,2,0.00,0.00,0.00,0.00,0.00,2.30,0.00,0.39
1978,3,"USA",20.50,-106.50,5,0.00,0.00,0.00,0.00,0.00,9.90,0.00,7.00
1978,3,"USA",21.50,-108.50,1,0.00,0.00,0.00,0.00,0.00,3.02,0.00,2.37
1978,3,"USA",21.50,-107.50,4,0.00,0.00,0.00,0.00,0.00,1.80,0.00,5.00
1978,3,"USA",22.50,-112.50,1,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.79
1978,3,"USA",22.50,-111.50,1,0.00,0.00,0.00,0.00,0.00,1.51,0.00,1.18
1978,3,"USA",22.50,-110.50,6,0.00,0.00,0.00,0.00,0.00,8.93,0.00,3.66
1978,3,"USA",22.50,-109.50,2,0.00,0.00,0.00,0.00,0.00,2.01,0.00,3.38
1978,3,"USA",22.50,-108.50,1,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.39
1978,3,"USA",23.50,-112.50,10,0.00,0.00,0.00,0.00,0.00,13.75,0.00,10.74
1978,3,"USA",23.50,-111.50,4,0.00,0.00,0.00,0.00,0.00,3.98,0.00,0.61
1978,3,"USA",23.50,-109.50,2,0.00,0.00,0.00,0.00,0.00,0.89,0.00,0.70
1978,3,"USA",24.50,-112.50,2,0.00,0.00,0.00,0.00,0.00,2.30,0.00,1.90
1978,4,"MEX",19.50,-112.50,3,0.00,0.00,0.00,0.00,0.00,9.00,0.00,1.00
1978,4,"MEX",19.50,-107.50,2,0.00,0.00,0.00,0.00,0.00,5.00,0.00,2.00
1978,4,"MEX",20.50,-107.50,2,0.00,0.00,0.00,0.00,0.00,15.00,0.00,4.00
1978,4,"MEX",20.50,-106.50,4,0.00,0.00,0.00,0.00,0.00,13.00,0.00,9.00
1978,4,"MEX",20.50,-105.50,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00
1978,4,"USA",16.50,-117.50,7,0.00,0.00,0.00,0.00,0.00,55.34,0.00,52.55
1978,4,"USA",18.50,-104.50,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.80
1978,4,"USA",19.50,-112.50,21,0.00,0.00,0.00,0.00,0.00,59.44,0.00,35.95
1978,4,"USA",19.50,-108.50,10,0.00,0.00,0.00,0.00,0.00,30.49,0.00,16.50
1978,4,"USA",19.50,-107.50,8,0.00,0.00,0.00,0.00,0.00,33.40,0.00,4.50
1978,4,"USA",19.50,-106.50,2,0.00,0.00,0.00,0.00,0.00,6.30,0.00,2.30
1978,4,"USA",20.50,-108.50,3,0.00,0.00,0.00,0.00,0.00,9.00,0.00,9.90
1978,4,"USA",20.50,-107.50,31,0.00,0.00,0.00,0.00,0.00,67.22,0.00,64.97
1978,4,"USA",20.50,-106.50,15,0.00,0.00,0.00,0.00,0.00,45.99,0.00,35.30
1978,4,"USA",20.50,-105.50,6,0.00,0.00,0.00,0.00,0.00,5.10,0.00,33.99
1978,4,"USA",21.50,-111.50,2,0.00,0.00,0.00,0.00,0.00,3.60,0.00,0.00
1978,4,"USA",21.50,-110.50,2,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00
1978,4,"USA",21.50,-109.50,3,0.00,0.00,0.00,0.00,0.00,13.30,0.00,3.99
1978,4,"USA",21.50,-108.50,14,0.00,0.00,0.00,0.00,0.00,32.98,0.00,29.41
1978,4,"USA",21.50,-107.50,7,0.00,0.00,0.00,0.00,0.00,13.60,0.00,2.59
1978,4,"USA",22.50,-112.50,1,0.00,0.00,0.00,0.00,0.00,1.34,0.00,1.05
1978,4,"USA",22.50,-110.50,1,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.39
1978,4,"USA",22.50,-109.50,4,0.00,0.00,0.00,0.00,0.00,0.90,0.00,6.30
1978,4,"USA",22.50,-107.50,1,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.79
1978,4,"USA",23.50,-113.50,1,0.00,0.00,0.00,0.00,0.00,5.40,0.00,0.00
1978,4,"USA",23.50,-111.50,6,0.00,0.00,0.00,0.00,0.00,5.21,0.00,5.88
1978,4,"USA",23.50,-109.50,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.20
1978,4,"USA",23.50,-107.50,1,0.00,0.00,0.00,0.00,0.00,0.90,0.00,0.00
1978,4,"USA",24.50,-114.50,1,0.00,0.00,0.00,0.00,0.00,7.30,0.00,0.00
1978,4,"USA",24.50,-112.50,1,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.90
1978,4,"USA",24.50,-111.50,2,0.00,0.00,0.00,0.00,0.00,2.07,0.00,1.62
1978,4,"USA",24.50,-110.50,1,0.00,0.00,0.00,0.00,0.00,1.29,0.00,1.00
1978,5,"MEX",22.50,-109.50,3,0.00,0.00,0.00,0.00,0.00,0.47,0.00,1.42
1978,5,"MEX",22.50,-108.50,7,0.00,0.00,0.00,0.00,0.00,16.00,0.00,10.40
1978,5,"MEX",23.50,-109.50,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
1978,5,"USA",16.50,-117.50,3,0.00,0.00,0.00,0.00,0.00,1.40,0.00,9.60
1978,5,"USA",19.50,-112.50,25,0.00,0.00,0.00,0.00,0.00,71.24,0.00,37.95
1978,5,"USA",19.50,-106.50,5,0.00,0.00,0.00,0.00,0.00,6.50,0.00,6.30
1978,5,"USA",19.50,-105.50,1,0.00,0.00,0.00,0.00,0.00,1.80,0.00,0.90
1978,5,"USA",20.50,-112.50,1,0.00,0.00,0.00,0.00,0.00,1.40,0.00,0.00
1978,5,"USA",20.50,-111.50,1,0.00,0.00,0.00,0.00,0.00,1.40,0.00,1.40
1978,5,"USA",20.50,-107.50,9,0.00,0.00,0.00,0.00,0.00,11.70,0.00,20.70
1978,5,"USA",20.50,-106.50,10,0.00,0.00,0.00,0.00,0.00,18.41,0.00,6.58
1978,5,"USA",20.50,-105.50,6,0.00,0.00,0.00,0.00,0.00,11.63,0.00,3.26
1978,5,"USA",21.50,-109.50,13,0.00,0.00,0.00,0.00,0.00,13.69,0.00,6.80
1978,5,"USA",21.50,-108.50,13,0.00,0.00,0.00,0.00,0.00,28.50,0.00,0.50
1978,5,"USA",21.50,-107.50,1,0.00,0.00,0.00,0.00,0.00,3.60,0.00,2.70
1978,5,"USA",21.50,-106.50,1,0.00,0.00,0.00,0.00,0.00,2.70,0.00,0.90
1978,5,"USA",22.50,-108.50,12,0.00,0.00,0.00,0.00,0.00,26.58,0.00,6.01
1978,5,"USA",23.50,-109.50,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.90
1978,5,"USA",23.50,-108.50,1,0.00,0.00,0.00,0.00,0.00,3.60,0.00,3.60
1978,5,"USA",24.50,-113.50,12,0.00,0.00,0.00,0.00,0.00,17.70,0.00,22.20
1978,5,"USA",24.50,-112.50,2,0.00,0.00,0.00,0.00,0.00,0.70,0.00,1.10
1978,5,"USA",24.50,-110.50,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.60
1978,5,"USA",25.50,-113.50,1,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20
1978,5,"USA",29.50,-118.50,1,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,6,"MEX",21.50,-109.50,1,0.00,0.00,0.00,0.00,0.00,3.00,0.00,12.00
1978,6,"MEX",22.50,-111.50,1,0.00,0.00,0.00,0.00,0.00,5.00,0.00,30.00
1978,6,"MEX",22.50,-110.50,4,0.00,0.00,0.00,0.00,0.00,0.70,0.00,9.20
1978,6,"MEX",22.50,-109.50,1,0.00,0.00,0.00,0.00,0.00,3.00,0.00,2.00
1978,6,"MEX",24.50,-113.50,2,0.00,0.00,0.00,0.00,0.00,12.00,0.00,13.00
1978,6,"MEX",26.50,-114.50,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
1978,6,"USA",16.50,-117.50,5,0.00,0.00,0.00,0.00,0.00,91.50,0.00,11.80
1978,6,"USA",18.50,-114.50,1,0.00,0.00,0.00,0.00,0.00,2.70,0.00,0.00
1978,6,"USA",18.50,-110.50,1,0.00,0.00,0.00,0.00,0.00,5.40,0.00,0.00
1978,6,"USA",19.50,-112.50,2,0.00,0.00,0.00,0.00,0.00,18.20,0.00,0.00
1978,6,"USA",20.50,-110.50,3,0.00,0.00,0.00,0.00,0.00,9.10,0.00,15.90
1978,6,"USA",21.50,-113.50,2,0.00,0.00,0.00,0.00,0.00,19.90,0.00,5.40
1978,6,"USA",21.50,-112.50,1,0.00,0.00,0.00,0.00,0.00,0.78,0.00,0.61
1978,6,"USA",21.50,-111.50,5,0.00,0.00,0.00,0.00,0.00,9.09,0.00,8.60
1978,6,"USA",21.50,-109.50,7,0.00,0.00,0.00,0.00,0.00,25.22,0.00,50.97
1978,6,"USA",21.50,-108.50,4,0.00,0.00,0.00,0.00,0.00,50.80,0.00,0.00
1978,6,"USA",22.50,-112.50,9,0.00,0.00,0.00,0.00,0.00,46.20,0.00,2.70
1978,6,"USA",22.50,-111.50,3,0.00,0.00,0.00,0.00,0.00,23.50,0.00,0.00
1978,6,"USA",22.50,-110.50,9,0.00,0.00,0.00,0.00,0.00,78.00,0.00,132.50
1978,6,"USA",22.50,-109.50,2,0.00,0.00,0.00,0.00,0.00,6.11,0.00,4.78
1978,6,"USA",22.50,-108.50,18,0.00,0.00,0.00,0.00,0.00,116.73,0.00,95.76
1978,6,"USA",23.50,-113.50,6,0.00,0.00,0.00,0.00,0.00,9.09,0.00,44.50
1978,6,"USA",23.50,-112.50,1,0.00,0.00,0.00,0.00,0.00,1.80,0.00,0.00
1978,6,"USA",24.50,-113.50,31,0.00,0.00,0.00,0.00,0.00,165.57,0.00,161.72
1978,6,"USA",24.50,-112.50,4,0.00,0.00,0.00,0.00,0.00,3.50,0.00,2.00
1978,6,"USA",25.50,-114.50,4,0.00,0.00,0.00,0.00,0.00,21.80,0.00,5.40
1978,6,"USA",25.50,-113.50,7,0.00,0.00,0.00,0.00,0.00,13.60,0.00,1.00
1978,6,"USA",25.50,-112.50,2,0.00,0.00,0.00,0.00,0.00,6.90,0.00,0.00
1978,6,"USA",26.50,-114.50,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.40
1978,6,"USA",26.50,-112.50,1,0.00,0.00,0.00,0.00,0.00,2.01,0.00,1.58
1978,6,"USA",27.50,-116.50,1,0.00,0.00,0.00,0.00,0.00,10.90,0.00,2.70
1978,7,"MEX",21.50,-110.50,1,0.00,0.00,0.00,0.00,0.00,1.20,0.00,1.70
1978,7,"MEX",22.50,-111.50,1,0.00,0.00,0.00,0.00,0.00,2.00,0.00,18.00
1978,7,"MEX",22.50,-110.50,1,0.00,0.00,0.00,0.00,0.00,2.00,0.00,28.00
1978,7,"MEX",23.50,-111.50,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50
1978,7,"USA",20.50,-109.50,7,0.00,0.00,0.00,0.00,0.00,27.13,0.00,21.76
1978,7,"USA",21.50,-111.50,31,0.00,0.00,0.00,0.00,0.00,183.57,0.00,127.32
1978,7,"USA",21.50,-109.50,13,0.00,0.00,0.00,0.00,0.00,82.16,0.00,165.93
1978,7,"USA",22.50,-112.50,6,0.00,0.00,0.00,0.00,0.00,38.09,0.00,42.60
1978,7,"USA",22.50,-111.50,16,0.00,0.00,0.00,0.00,0.00,61.90,0.00,162.89
1978,7,"USA",22.50,-110.50,26,0.00,0.00,0.00,0.00,0.00,90.59,0.00,173.40
1978,7,"USA",23.50,-112.50,11,0.00,0.00,0.00,0.00,0.00,66.86,0.00,83.43
1978,7,"USA",23.50,-111.50,48,0.00,0.00,0.00,0.00,0.00,140.65,0.00,142.84
1978,7,"USA",23.50,-110.50,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.10
1978,7,"USA",24.50,-113.50,1,0.00,0.00,0.00,0.00,0.00,1.51,0.00,1.18
1978,7,"USA",24.50,-112.50,10,0.00,0.00,0.00,0.00,0.00,44.28,0.00,37.71
1978,7,"USA",25.50,-114.50,4,0.00,0.00,0.00,0.00,0.00,23.50,0.00,0.00
1978,7,"USA",25.50,-113.50,1,0.00,0.00,0.00,0.00,0.00,5.40,0.00,0.00
1978,7,"USA",25.50,-112.50,1,0.00,0.00,0.00,0.00,0.00,1.80,0.00,1.80
1978,7,"USA",26.50,-114.50,3,0.00,0.00,0.00,0.00,0.00,16.40,0.00,41.80
1978,7,"USA",26.50,-113.50,4,0.00,0.00,0.00,0.00,0.00,49.80,0.00,19.90
1978,7,"USA",32.50,-119.50,3,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,7,"USA",32.50,-118.50,1,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"MEX",18.50,-114.50,2,0.00,0.00,0.00,0.00,0.00,9.10,0.00,3.60
1978,8,"MEX",21.50,-111.50,1,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
1978,8,"MEX",23.50,-112.50,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
1978,8,"MEX",24.50,-113.50,1,0.00,0.00,0.00,0.00,0.00,1.80,0.00,2.70
1978,8,"MEX",24.50,-112.50,16,0.00,0.00,0.00,0.00,0.00,12.80,0.00,10.00
1978,8,"USA",18.50,-114.50,2,0.00,0.00,0.00,0.00,0.00,13.60,0.00,4.50
1978,8,"USA",18.50,-110.50,1,0.00,0.00,0.00,0.00,0.00,3.60,0.00,1.80
1978,8,"USA",19.50,-112.50,3,0.00,0.00,0.00,0.00,0.00,25.00,0.00,21.29
1978,8,"USA",20.50,-109.50,1,0.00,0.00,0.00,0.00,0.00,1.80,0.00,1.80
1978,8,"USA",21.50,-111.50,7,0.00,0.00,0.00,0.00,0.00,48.10,0.00,2.30
1978,8,"USA",22.50,-112.50,2,0.00,0.00,0.00,0.00,0.00,9.10,0.00,10.90
1978,8,"USA",22.50,-111.50,7,0.00,0.00,0.00,0.00,0.00,14.60,0.00,24.39
1978,8,"USA",23.50,-112.50,6,0.00,0.00,0.00,0.00,0.00,18.98,0.00,21.81
1978,8,"USA",23.50,-111.50,10,0.00,0.00,0.00,0.00,0.00,34.22,0.00,12.77
1978,8,"USA",24.50,-114.50,1,0.00,0.00,0.00,0.00,0.00,4.09,0.00,3.20
1978,8,"USA",24.50,-113.50,13,0.00,0.00,0.00,0.00,0.00,24.87,0.00,19.42
1978,8,"USA",24.50,-112.50,36,0.00,0.00,0.00,0.00,0.00,62.34,0.00,63.25
1978,8,"USA",24.50,-111.50,1,0.00,0.00,0.00,0.00,0.00,2.70,0.00,0.00
1978,8,"USA",25.50,-113.50,3,0.00,0.00,0.00,0.90,0.90,1.40,0.00,2.30
1978,8,"USA",26.50,-113.50,3,0.00,0.00,0.00,0.00,0.00,6.30,0.00,2.70
1978,8,"USA",28.50,-115.50,2,0.00,0.00,0.00,0.00,0.00,0.50,0.00,2.70
1978,8,"USA",29.50,-117.50,1,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",31.50,-120.50,2,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",31.50,-118.50,3,4.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",32.50,-119.50,1,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",32.50,-118.50,9,12.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",33.50,-121.50,1,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",33.50,-120.50,1,5.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",34.50,-123.50,1,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",34.50,-122.50,2,5.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",35.50,-123.50,15,28.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",35.50,-122.50,5,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",35.50,-121.50,17,37.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",35.50,-120.50,2,28.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",36.50,-122.50,58,57.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",36.50,-121.50,1,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",36.50,-112.50,2,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",37.50,-123.50,1,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",37.50,-122.50,2,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",38.50,-123.50,1,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",39.50,-125.50,2,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",39.50,-124.50,1,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",39.50,-123.50,1,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",40.50,-124.50,1,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",41.50,-126.50,1,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",41.50,-125.50,1,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",43.50,-125.50,1,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",43.50,-124.50,1,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",45.50,-124.50,1,2.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",46.50,-125.50,9,9.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,8,"USA",46.50,-124.50,1,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,9,"USA",18.50,-114.50,6,0.00,0.00,0.00,0.00,0.00,62.50,0.00,0.90
1978,9,"USA",19.50,-112.50,11,0.00,0.00,0.00,0.00,0.00,71.94,0.00,32.75
1978,9,"USA",22.50,-112.50,2,0.00,0.00,0.00,0.00,0.00,9.00,0.00,2.70
1978,9,"USA",24.50,-113.50,1,0.00,0.00,0.00,0.00,0.00,1.80,0.00,0.90
1978,9,"USA",25.50,-112.50,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50
1978,9,"USA",26.50,-111.50,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50
1978,9,"USA",31.50,-118.50,5,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,9,"USA",31.50,-117.50,1,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,9,"USA",32.50,-118.50,3,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,9,"USA",34.50,-122.50,1,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,9,"USA",34.50,-121.50,10,18.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,9,"USA",34.50,-120.50,8,9.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,9,"USA",34.50,-119.50,1,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,9,"USA",35.50,-123.50,12,30.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,9,"USA",35.50,-122.50,2,7.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,9,"USA",35.50,-121.50,4,9.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,9,"USA",35.50,-120.50,4,51.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,9,"USA",36.50,-123.50,4,6.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,9,"USA",36.50,-122.50,40,81.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,9,"USA",36.50,-121.50,1,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,9,"USA",37.50,-123.50,23,54.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,9,"USA",37.50,-122.50,1,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,9,"USA",40.50,-123.50,4,3.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,9,"USA",46.50,-124.50,8,7.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,10,"MEX",21.50,-112.50,1,0.00,0.00,0.00,0.00,0.00,2.00,0.00,5.00
1978,10,"MEX",26.50,-115.50,5,0.00,0.00,0.00,0.00,0.00,20.19,0.00,3.30
1978,10,"MEX",26.50,-114.50,4,0.00,0.00,0.00,0.00,0.00,39.00,0.00,0.00
1978,10,"MEX",28.50,-115.50,1,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00
1978,10,"USA",18.50,-114.50,1,0.00,0.00,0.00,0.00,0.00,2.70,0.00,0.00
1978,10,"USA",19.50,-112.50,2,0.00,0.00,0.00,0.00,0.00,9.60,0.00,0.00
1978,10,"USA",23.50,-113.50,1,0.00,0.00,0.00,0.00,0.00,1.51,0.00,1.18
1978,10,"USA",25.50,-115.50,1,0.00,0.00,0.00,0.00,0.00,2.52,0.00,1.97
1978,10,"USA",25.50,-114.50,11,0.00,0.00,0.00,0.00,0.00,55.39,0.00,12.60
1978,10,"USA",25.50,-112.50,4,0.00,0.00,0.00,0.00,0.00,4.48,0.00,1.11
1978,10,"USA",26.50,-115.50,1,0.00,0.00,0.00,0.00,0.00,23.60,0.00,0.00
1978,10,"USA",26.50,-114.50,54,0.00,0.00,0.00,0.00,0.00,254.79,0.00,106.10
1978,10,"USA",27.50,-114.50,1,0.00,0.00,0.00,0.00,0.00,1.51,0.00,1.18
1978,10,"USA",28.50,-115.50,2,0.00,0.00,0.00,0.00,0.00,9.64,0.00,7.15
1978,10,"USA",32.50,-123.50,1,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,10,"USA",32.50,-117.50,1,3.20,0.00,0.00,0.00,0.00,0.50,0.00,0.00
1978,10,"USA",34.50,-122.50,2,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,10,"USA",34.50,-119.50,4,6.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,10,"USA",35.50,-123.50,4,10.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,10,"USA",35.50,-122.50,15,32.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,10,"USA",35.50,-120.50,1,8.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,10,"USA",36.50,-123.50,1,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,10,"USA",36.50,-122.50,15,30.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,10,"USA",37.50,-123.50,1,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,10,"USA",37.50,-122.50,8,8.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,10,"USA",40.50,-124.50,1,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1978,11,"MEX",24.50,-112.50,1,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00
1978,11,"MEX",25.50,-113.50,2,0.00,0.00,0.00,0.00,0.00,10.00,0.00,5.00
1978,11,"MEX",26.50,-115.50,6,0.00,0.00,0.00,0.00,0.00,26.50,0.00,8.00
1978,11,"MEX",26.50,-114.50,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50
1978,11,"USA",16.50,-117.50,1,0.00,0.00,0.00,0.00,0.00,9.10,0.00,1.80
1978,11,"USA",18.50,-114.50,1,0.00,0.00,0.00,0.00,0.00,1.80,0.00,2.70
